No.,Time,Source,Destination,Protocol,Length,Info
69,6.713077,13.107.136.10,100.64.11.41,TCP,56,"443  >  61667 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
70,6.713077,31.13.70.49,100.64.11.41,TCP,56,443  >  61113 [ACK] Seq=1 Ack=71 Win=522 Len=0
71,6.76071,100.64.6.140,224.0.0.251,MDNS,239,"Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Vanessaâ\200\231s MacBook Pro._companion-link._tcp.local PTR Alexiaâ\200\231s iPad._companion-link._tcp.local OPT"
72,6.76071,fe80::8d1:114b:1d55:6adf,ff02::fb,MDNS,259,"Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Vanessaâ\200\231s MacBook Pro._companion-link._tcp.local PTR Alexiaâ\200\231s iPad._companion-link._tcp.local OPT"
73,6.76118,31.13.70.49,100.64.11.41,TLSv1.2,126,Application Data
74,6.776064,100.64.11.41,142.250.189.14,UDP,71,52628  >  443 Len=29
75,6.805893,142.250.189.14,100.64.11.41,UDP,67,443  >  52628 Len=25
76,6.807852,100.64.11.41,31.13.70.49,TCP,54,61113  >  443 [ACK] Seq=71 Ack=73 Win=515 Len=0
77,7.187638,100.64.11.41,52.113.194.132,TCP,55,61654  >  443 [ACK] Seq=1 Ack=1 Win=516 Len=1 [TCP segment of a reassembled PDU]
78,7.200501,52.113.194.132,100.64.11.41,TCP,66,443  >  61654 [ACK] Seq=1 Ack=2 Win=16382 Len=0 SLE=1 SRE=2
79,7.251626,100.64.11.41,13.64.180.106,TLSv1.2,97,Application Data
80,7.264808,13.64.180.106,100.64.11.41,TLSv1.2,228,Application Data
81,7.314222,100.64.11.41,13.64.180.106,TCP,54,61195  >  443 [ACK] Seq=44 Ack=175 Win=514 Len=0
82,7.413871,100.64.11.41,142.250.141.188,TCP,55,60953  >  5228 [ACK] Seq=1 Ack=1 Win=510 Len=1
83,7.43171,142.250.141.188,100.64.11.41,TCP,66,5228  >  60953 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2
84,7.631421,100.64.11.41,52.112.127.141,TLSv1.2,113,Application Data
85,7.698477,100.64.11.41,1.1.1.1,DNS,85,Standard query 0xa7d1 A chrome.cloudflare-dns.com
86,7.698828,100.64.11.41,1.1.1.1,DNS,85,Standard query 0x8a46 HTTPS chrome.cloudflare-dns.com
87,7.699655,52.112.127.141,100.64.11.41,TLSv1.2,102,Application Data
88,7.704188,1.1.1.1,100.64.11.41,DNS,117,Standard query response 0xa7d1 A chrome.cloudflare-dns.com A 172.64.41.3 A 162.159.61.3
89,7.704753,1.1.1.1,100.64.11.41,DNS,158,Standard query response 0x8a46 HTTPS chrome.cloudflare-dns.com HTTPS
90,7.706512,100.64.11.41,172.64.41.3,QUIC,1292,"Initial, DCID=103020169ad2801b, PKN: 1, PADDING, PING, PING, PADDING, PING, CRYPTO, PADDING, PING, PADDING, PING"
91,7.707061,100.64.11.41,172.64.41.3,QUIC,122,"0-RTT, DCID=103020169ad2801b"
92,7.707497,100.64.11.41,172.64.41.3,QUIC,288,"0-RTT, DCID=103020169ad2801b"
93,7.707797,100.64.11.41,172.64.41.3,QUIC,288,"0-RTT, DCID=103020169ad2801b"
94,7.714397,172.64.41.3,100.64.11.41,QUIC,1242,"Handshake, SCID=0166b7fd3081927a556709fdf581a2e11c6a4fe7"
95,7.715228,172.64.41.3,100.64.11.41,QUIC,94,Protected Payload (KP0)
96,7.715369,100.64.11.41,172.64.41.3,QUIC,133,"Handshake, DCID=0166b7fd3081927a556709fdf581a2e11c6a4fe7"
97,7.715615,100.64.11.41,172.64.41.3,QUIC,85,"Protected Payload (KP0), DCID=0166b7fd3081927a556709fdf581a2e11c6a4fe7"
98,7.715675,172.64.41.3,100.64.11.41,QUIC,66,Protected Payload (KP0)
99,7.716334,172.64.41.3,100.64.11.41,QUIC,66,Protected Payload (KP0)
100,7.716334,172.64.41.3,100.64.11.41,QUIC,91,Protected Payload (KP0)
101,7.716613,100.64.11.41,172.64.41.3,QUIC,85,"Protected Payload (KP0), DCID=0166b7fd3081927a556709fdf581a2e11c6a4fe7"
102,7.716762,100.64.11.41,172.64.41.3,QUIC,89,"Protected Payload (KP0), DCID=0166b7fd3081927a556709fdf581a2e11c6a4fe7"
103,7.716801,172.64.41.3,100.64.11.41,QUIC,659,Protected Payload (KP0)
104,7.717237,172.64.41.3,100.64.11.41,QUIC,623,Protected Payload (KP0)
105,7.717518,100.64.11.41,172.64.41.3,QUIC,85,"Protected Payload (KP0), DCID=0166b7fd3081927a556709fdf581a2e11c6a4fe7"
106,7.718965,100.64.11.41,142.250.72.163,QUIC,1292,"Initial, DCID=d45dd60882d32dbb, PKN: 1, PADDING, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PING, PADDING, CRYPTO"
107,7.719344,100.64.11.41,142.250.72.163,QUIC,118,"0-RTT, DCID=d45dd60882d32dbb"
108,7.719718,100.64.11.41,142.250.72.163,QUIC,818,"0-RTT, DCID=d45dd60882d32dbb"
109,7.722041,172.64.41.3,100.64.11.41,QUIC,64,Protected Payload (KP0)
110,7.722541,172.64.41.3,100.64.11.41,QUIC,70,Protected Payload (KP0)
111,7.722796,100.64.11.41,172.64.41.3,QUIC,85,"Protected Payload (KP0), DCID=0166b7fd3081927a556709fdf581a2e11c6a4fe7"
112,7.73195,142.250.72.163,100.64.11.41,QUIC,1292,"Handshake, SCID=f45dd60882d32dbb"
113,7.732471,142.250.72.163,100.64.11.41,QUIC,848,Protected Payload (KP0)
114,7.732788,100.64.11.41,142.250.72.163,QUIC,121,"Handshake, DCID=f45dd60882d32dbb"
115,7.733003,100.64.11.41,142.250.72.163,QUIC,73,"Protected Payload (KP0), DCID=f45dd60882d32dbb"
116,7.73398,142.250.72.163,100.64.11.41,QUIC,66,Protected Payload (KP0)
117,7.73398,142.250.72.163,100.64.11.41,QUIC,188,Protected Payload (KP0)
118,7.73398,142.250.72.163,100.64.11.41,QUIC,64,Protected Payload (KP0)
119,7.734377,100.64.11.41,142.250.72.163,QUIC,73,"Protected Payload (KP0), DCID=f45dd60882d32dbb"
120,7.738134,142.250.72.163,100.64.11.41,QUIC,162,Protected Payload (KP0)
121,7.739008,142.250.72.163,100.64.11.41,QUIC,559,Protected Payload (KP0)
122,7.739281,142.250.72.163,100.64.11.41,QUIC,64,Protected Payload (KP0)
123,7.73937,100.64.11.41,142.250.72.163,QUIC,77,"Protected Payload (KP0), DCID=f45dd60882d32dbb"
124,7.742169,100.64.11.41,52.112.127.141,TCP,54,60645  >  443 [ACK] Seq=60 Ack=49 Win=512 Len=0
125,7.750544,142.250.72.163,100.64.11.41,QUIC,67,Protected Payload (KP0)
126,7.773195,100.64.11.41,142.250.72.163,QUIC,74,"Protected Payload (KP0), DCID=f45dd60882d32dbb"
127,7.791281,142.250.72.163,100.64.11.41,QUIC,64,Protected Payload (KP0)
128,7.791601,100.64.11.41,142.250.72.163,QUIC,75,"Protected Payload (KP0), DCID=f45dd60882d32dbb"
129,8.41839,100.64.11.41,142.250.189.14,UDP,71,52628  >  443 Len=29
130,8.45035,142.250.189.14,100.64.11.41,UDP,67,443  >  52628 Len=25
131,8.702721,100.64.11.41,44.195.247.73,TLSv1.2,93,Application Data
132,8.709648,100.64.11.41,13.107.42.14,TLSv1.2,5800,Application Data
133,8.709841,100.64.11.41,13.107.42.14,TLSv1.2,425,Application Data
134,8.712764,100.64.11.41,31.13.70.49,TLSv1.2,622,Application Data
135,8.716173,13.107.42.14,100.64.11.41,TCP,56,443  >  60977 [ACK] Seq=47 Ack=1525 Win=16385 Len=0
136,8.716173,13.107.42.14,100.64.11.41,TCP,56,443  >  60977 [ACK] Seq=47 Ack=4405 Win=16385 Len=0
137,8.716173,13.107.42.14,100.64.11.41,TCP,56,443  >  60977 [ACK] Seq=47 Ack=5831 Win=16379 Len=0
138,8.716173,13.107.42.14,100.64.11.41,TCP,56,443  >  60977 [ACK] Seq=47 Ack=6202 Win=16385 Len=0
139,8.726155,31.13.70.49,100.64.11.41,TCP,56,443  >  61113 [ACK] Seq=73 Ack=639 Win=533 Len=0
140,8.737226,100.64.11.41,142.250.189.14,UDP,323,52628  >  443 Len=281
141,8.738775,100.64.11.41,142.250.189.14,UDP,323,52628  >  443 Len=281
142,8.7425,100.64.11.41,172.64.41.3,QUIC,293,"Protected Payload (KP0), DCID=0166b7fd3081927a556709fdf581a2e11c6a4fe7"
143,8.742866,100.64.11.41,172.64.41.3,QUIC,293,"Protected Payload (KP0), DCID=0166b7fd3081927a556709fdf581a2e11c6a4fe7"
144,8.744951,100.64.11.41,142.250.72.163,QUIC,158,"Protected Payload (KP0), DCID=f45dd60882d32dbb"
145,8.748977,142.250.189.14,100.64.11.41,UDP,70,443  >  52628 Len=28
146,8.749939,142.250.189.14,100.64.11.41,UDP,70,443  >  52628 Len=28
147,8.750303,100.64.11.41,142.250.189.14,UDP,74,52628  >  443 Len=32
148,8.75049,142.250.72.163,100.64.11.41,QUIC,69,Protected Payload (KP0)
149,8.75145,172.64.41.3,100.64.11.41,QUIC,65,Protected Payload (KP0)
150,8.752489,172.64.41.3,100.64.11.41,QUIC,623,Protected Payload (KP0)
151,8.75292,172.64.41.3,100.64.11.41,QUIC,623,Protected Payload (KP0)
152,8.753415,100.64.11.41,172.64.41.3,QUIC,85,"Protected Payload (KP0), DCID=0166b7fd3081927a556709fdf581a2e11c6a4fe7"
153,8.755404,100.64.11.41,142.250.217.142,QUIC,1292,"Initial, DCID=e41dd7ba47cad2f7, PKN: 1, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO"
154,8.756836,142.250.189.14,100.64.11.41,UDP,141,443  >  52628 Len=99
155,8.757123,142.250.189.14,100.64.11.41,UDP,214,443  >  52628 Len=172
156,8.757247,100.64.11.41,142.250.189.14,UDP,78,52628  >  443 Len=36
157,8.758359,142.250.189.14,100.64.11.41,UDP,112,443  >  52628 Len=70
158,8.758651,142.250.189.14,100.64.11.41,UDP,133,443  >  52628 Len=91
159,8.759042,100.64.11.41,142.250.189.14,UDP,78,52628  >  443 Len=36
160,8.760475,100.64.11.41,142.250.217.142,QUIC,118,"0-RTT, DCID=e41dd7ba47cad2f7"
161,8.761392,142.250.72.163,100.64.11.41,QUIC,182,Protected Payload (KP0)
162,8.761722,142.250.72.163,100.64.11.41,QUIC,64,Protected Payload (KP0)
163,8.761753,100.64.11.41,142.250.72.163,QUIC,77,"Protected Payload (KP0), DCID=f45dd60882d32dbb"
164,8.763557,142.250.189.14,100.64.11.41,UDP,66,443  >  52628 Len=24
165,8.768164,44.195.247.73,100.64.11.41,TCP,56,443  >  60974 [ACK] Seq=1 Ack=40 Win=180 Len=0
166,8.771909,142.250.217.142,100.64.11.41,QUIC,1292,"Handshake, SCID=e41dd7ba47cad2f7"
167,8.772578,142.250.217.142,100.64.11.41,QUIC,656,Protected Payload (KP0)
168,8.772908,100.64.11.41,142.250.217.142,QUIC,121,"Handshake, DCID=e41dd7ba47cad2f7"
169,8.773132,100.64.11.41,142.250.217.142,QUIC,73,"Protected Payload (KP0), DCID=e41dd7ba47cad2f7"
170,8.773671,100.64.11.41,142.250.217.142,QUIC,1288,"Protected Payload (KP0), DCID=e41dd7ba47cad2f7"
171,8.773781,100.64.11.41,142.250.217.142,QUIC,1288,"Protected Payload (KP0), DCID=e41dd7ba47cad2f7"
172,8.773833,100.64.11.41,142.250.217.142,QUIC,392,"Protected Payload (KP0), DCID=e41dd7ba47cad2f7"
173,8.774223,100.64.11.41,142.250.217.142,QUIC,1288,"Protected Payload (KP0), DCID=e41dd7ba47cad2f7"
174,8.774312,100.64.11.41,142.250.217.142,QUIC,1292,"Protected Payload (KP0), DCID=e41dd7ba47cad2f7"
175,8.774388,100.64.11.41,142.250.217.142,QUIC,1292,"Protected Payload (KP0), DCID=e41dd7ba47cad2f7"
176,8.774462,100.64.11.41,142.250.217.142,QUIC,672,"Protected Payload (KP0), DCID=e41dd7ba47cad2f7"
177,8.777535,142.250.217.142,100.64.11.41,QUIC,169,Protected Payload (KP0)
178,8.778657,31.13.70.49,100.64.11.41,TLSv1.2,118,Application Data
179,8.778657,142.250.217.142,100.64.11.41,QUIC,67,Protected Payload (KP0)
180,8.779168,142.250.217.142,100.64.11.41,QUIC,71,Protected Payload (KP0)
181,8.779342,100.64.11.41,142.250.217.142,QUIC,74,"Protected Payload (KP0), DCID=e41dd7ba47cad2f7"
182,8.779656,142.250.217.142,100.64.11.41,QUIC,67,Protected Payload (KP0)
183,8.78056,142.250.217.142,100.64.11.41,QUIC,71,Protected Payload (KP0)
184,8.780918,142.250.217.142,100.64.11.41,QUIC,67,Protected Payload (KP0)
185,8.794,142.250.217.142,100.64.11.41,QUIC,888,Protected Payload (KP0)
186,8.794463,100.64.11.41,142.250.217.142,QUIC,77,"Protected Payload (KP0), DCID=e41dd7ba47cad2f7"
187,8.79462,100.64.11.41,142.250.189.14,UDP,75,52628  >  443 Len=33
188,8.794702,100.64.11.41,142.250.72.163,QUIC,74,"Protected Payload (KP0), DCID=f45dd60882d32dbb"
189,8.794998,142.250.72.163,100.64.11.41,QUIC,66,Protected Payload (KP0)
190,8.796585,142.250.217.142,100.64.11.41,QUIC,291,Protected Payload (KP0)
191,8.796585,142.250.217.142,100.64.11.41,QUIC,685,Protected Payload (KP0)
192,8.796585,142.250.217.142,100.64.11.41,QUIC,257,Protected Payload (KP0)
193,8.797061,100.64.11.41,142.250.217.142,QUIC,77,"Protected Payload (KP0), DCID=e41dd7ba47cad2f7"
194,8.80123,142.250.217.142,100.64.11.41,QUIC,65,Protected Payload (KP0)
195,8.819594,13.107.42.14,100.64.11.41,TLSv1.2,236,Application Data
196,8.828987,100.64.11.41,31.13.70.49,TCP,54,61113  >  443 [ACK] Seq=639 Ack=137 Win=515 Len=0
197,8.829119,100.64.11.41,142.250.217.142,QUIC,74,"Protected Payload (KP0), DCID=e41dd7ba47cad2f7"
198,8.830373,142.250.217.142,100.64.11.41,QUIC,64,Protected Payload (KP0)
199,8.830622,100.64.11.41,142.250.217.142,QUIC,75,"Protected Payload (KP0), DCID=e41dd7ba47cad2f7"
200,8.860542,100.64.11.41,13.107.42.14,TCP,54,60977  >  443 [ACK] Seq=6202 Ack=229 Win=512 Len=0
201,8.932107,34.198.88.9,100.64.11.41,TLSv1.2,100,Application Data
202,8.932107,34.198.88.9,100.64.11.41,TLSv1.2,85,Encrypted Alert
203,8.932107,34.198.88.9,100.64.11.41,TCP,56,"443  >  61669 [FIN, ACK] Seq=78 Ack=1 Win=180 Len=0"
204,8.932218,100.64.11.41,34.198.88.9,TCP,54,61669  >  443 [ACK] Seq=1 Ack=79 Win=512 Len=0
205,8.932447,100.64.11.41,34.198.88.9,TCP,54,"61669  >  443 [FIN, ACK] Seq=1 Ack=79 Win=512 Len=0"
206,8.971992,100.64.11.41,142.250.189.14,UDP,71,52628  >  443 Len=29
207,8.994834,34.198.88.9,100.64.11.41,TCP,56,443  >  61669 [ACK] Seq=79 Ack=2 Win=180 Len=0
208,9.001595,142.250.189.14,100.64.11.41,UDP,67,443  >  52628 Len=25
209,9.207681,100.64.11.41,142.250.189.14,UDP,71,52628  >  443 Len=29
210,9.237962,142.250.189.14,100.64.11.41,UDP,67,443  >  52628 Len=25
211,9.407238,100.64.11.41,142.250.68.78,TCP,66,61674  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
212,9.41405,142.250.68.78,100.64.11.41,TCP,66,"80  >  61674 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
213,9.414169,100.64.11.41,142.250.68.78,TCP,54,61674  >  80 [ACK] Seq=1 Ack=1 Win=66304 Len=0
214,9.414415,100.64.11.41,142.250.68.78,HTTP,102,GET /generate_204 HTTP/1.1 
215,9.419467,142.250.68.78,100.64.11.41,TCP,56,80  >  61674 [ACK] Seq=1 Ack=49 Win=65536 Len=0
216,9.419467,142.250.68.78,100.64.11.41,HTTP,181,HTTP/1.1 204 No Content 
217,9.440024,100.64.11.41,1.1.1.1,DNS,70,Standard query 0xf41f A google.com
218,9.443608,100.64.11.41,142.250.189.14,UDP,71,52628  >  443 Len=29
219,9.44545,1.1.1.1,100.64.11.41,DNS,86,Standard query response 0xf41f A google.com A 142.250.188.238
220,9.446256,100.64.11.41,142.250.188.238,TCP,66,61675  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
221,9.451375,142.250.188.238,100.64.11.41,TCP,66,"80  >  61675 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
222,9.451469,100.64.11.41,142.250.188.238,TCP,54,61675  >  80 [ACK] Seq=1 Ack=1 Win=66304 Len=0
223,9.451678,100.64.11.41,142.250.188.238,HTTP,102,GET /generate_204 HTTP/1.1 
224,9.456725,142.250.188.238,100.64.11.41,TCP,56,80  >  61675 [ACK] Seq=1 Ack=49 Win=65536 Len=0
225,9.456725,142.250.188.238,100.64.11.41,HTTP,181,HTTP/1.1 204 No Content 
226,9.472859,142.250.189.14,100.64.11.41,UDP,67,443  >  52628 Len=25
227,9.474752,100.64.11.41,142.250.68.78,TCP,54,61674  >  80 [ACK] Seq=49 Ack=128 Win=66048 Len=0
228,9.505658,100.64.11.41,142.250.188.238,TCP,54,61675  >  80 [ACK] Seq=49 Ack=128 Win=66048 Len=0
229,9.678936,100.64.11.41,142.250.189.14,UDP,71,52628  >  443 Len=29
230,9.713162,142.250.189.14,100.64.11.41,UDP,67,443  >  52628 Len=25
231,9.91543,100.64.11.41,142.250.189.14,UDP,71,52628  >  443 Len=29
232,9.94758,142.250.189.14,100.64.11.41,UDP,67,443  >  52628 Len=25
233,10.153509,100.64.11.41,142.250.189.14,UDP,71,52628  >  443 Len=29
234,10.185142,142.250.189.14,100.64.11.41,UDP,67,443  >  52628 Len=25
235,10.596609,100.64.11.41,142.250.189.14,UDP,71,52628  >  443 Len=29
236,10.627458,142.250.189.14,100.64.11.41,UDP,67,443  >  52628 Len=25
237,11.435008,100.64.11.41,142.250.189.14,UDP,71,52628  >  443 Len=29
238,11.466097,142.250.189.14,100.64.11.41,UDP,67,443  >  52628 Len=25
239,11.703257,100.64.11.41,18.154.144.7,TLSv1.2,138,Application Data
240,11.703473,100.64.11.41,18.154.144.7,TLSv1.2,93,Application Data
241,11.703592,100.64.11.41,18.154.144.7,TLSv1.2,200,Application Data
242,11.710565,18.154.144.7,100.64.11.41,TCP,56,443  >  61671 [ACK] Seq=1 Ack=85 Win=139 Len=0
243,11.710565,18.154.144.7,100.64.11.41,TCP,56,443  >  61671 [ACK] Seq=1 Ack=124 Win=139 Len=0
244,11.710565,18.154.144.7,100.64.11.41,TCP,56,443  >  61671 [ACK] Seq=1 Ack=270 Win=145 Len=0
245,11.710565,18.154.144.7,100.64.11.41,TLSv1.2,93,Application Data
246,11.765261,100.64.11.41,18.154.144.7,TCP,54,61671  >  443 [ACK] Seq=270 Ack=40 Win=517 Len=0
247,11.78331,18.154.144.7,100.64.11.41,TLSv1.2,930,Application Data
248,11.78331,18.154.144.7,100.64.11.41,TLSv1.2,85,Application Data
249,11.783377,100.64.11.41,18.154.144.7,TCP,54,61671  >  443 [ACK] Seq=270 Ack=947 Win=513 Len=0
250,11.784597,100.64.11.41,18.154.144.7,TLSv1.2,89,Application Data
251,11.833992,18.154.144.7,100.64.11.41,TCP,56,443  >  61671 [ACK] Seq=947 Ack=305 Win=145 Len=0
252,11.843139,100.64.11.41,142.250.72.165,TCP,55,60980  >  443 [ACK] Seq=1 Ack=1 Win=8239 Len=1 [TCP segment of a reassembled PDU]
253,11.848951,142.250.72.165,100.64.11.41,TCP,66,443  >  60980 [ACK] Seq=1 Ack=2 Win=4879 Len=0 SLE=1 SRE=2
254,12.076308,142.250.189.14,100.64.11.41,UDP,77,443  >  52628 Len=35
255,12.076308,142.250.189.14,100.64.11.41,UDP,225,443  >  52628 Len=183
256,12.076308,142.250.189.14,100.64.11.41,UDP,77,443  >  52628 Len=35
257,12.076689,100.64.11.41,142.250.189.14,UDP,76,52628  >  443 Len=34
258,12.082237,100.64.11.41,142.250.189.14,UDP,464,52628  >  443 Len=422
259,12.087117,142.250.189.14,100.64.11.41,UDP,70,443  >  52628 Len=28
260,12.093848,100.64.11.41,142.250.189.14,UDP,75,52628  >  443 Len=33
261,12.09781,142.250.189.14,100.64.11.41,UDP,142,443  >  52628 Len=100
